id,trigger,conditions,script,text,options,notes
CMSNResignAskToConfirm_hegemony,CMSNResignAskToConfirm,$faction.id == hegemony,,"""Do you affirm to that, citizen, and agree that your recorded affirmation stand as record of your commitment? The Hegemony needs people it can rely on, and if you were to let us down it would not soon be forgotten.""",,
CMSNResignConfirmed_hegemony,CMSNResignConfirmed,$faction.id == hegemony,,"""I see. At least you were brave enough to tender your resignation in person.""",,
CMSNResignCancelled_hegemony,CMSNResignCancelled,$faction.id == hegemony,,"""A good decision. Despite what dissident agitprop may claim, the Hegemony does not ask blind obedience. It takes courage to first question then choose to re-affirm a commitment. We can use people like you in this troubled age.""",,
,,,,,,
# Tritachyon commission,,,,,,
CMSNTextRejectHostile_tritachyon,CMSNTextRejectHostile,$faction.id == tritachyon,,"""I'm surprised you initiated comms at all because not a few high-level directors have put personal bounties on a verified holo of your destruction. Not all enmity can be bought off, it seems. A bit of free advice: E-burn from this volume immediately.""",,
CMSNTextHasOther_tritachyon,CMSNTextHasOther,$faction.id == tritachyon,,"""You're already commissioned by $theOtherCommissionFaction. Due to the nature of the standard Tri-Tachyon non-compete agreement, you would be required to resign that commission before you could sign on with Tri-Tachyon. Please return when your outstanding obligations are dissolved.""",,
CMSNTextUnsuited_tritachyon,CMSNTextUnsuited,$faction.id == tritachyon,,"""I'm afraid that our human capital department reports that you simply don't meet the standards we expect from commissioned contractors at this time.""",,
CMSNTextSuitedPart1_tritachyon,CMSNTextSuitedPart1,$faction.id == tritachyon,,"""Hmm, yes, your resume is impressive. Our human capital department has been watching you for some time now.

Now understand that signing this commission contract with the Tri-Tachyon Corporation (and associated subsidiary incorporations) is a serious commitment. You will undertake that risk involved in fighting Company-designated belligerents be they pirates, anti-market agitators, or various state entities which engage in illegitimate search and seizure of Company property.

You'll be able to resign your commission at any time without financial penalty; generous terms indeed in my opinion. Were you to do so, that would mean you would be ... how to put it, thrown to the sharks? Competition in the Company is fierce, my friend, and if you withdraw from its legal protection, then we can't be responsible for what happens.""",,
CMSNTextSuitedPart2_tritachyon,CMSNTextSuitedPart2,$faction.id == tritachyon,,"""So, still want to sign? A fingerprint on the notification that just appeared on your TriPad would be sufficient.""",,
CMSNTextWelcomePart1_tritachyon,CMSNTextWelcomePart1,$faction.id == tritachyon,,"""Excellent! Let me be the first to welcome you to the Company. 

And, ah, would you mind if I added you on TriLink? I'm always looking to network with rising stars.""",,
CMSNTextWelcomePart2_tritachyon,CMSNTextWelcomePart2,$faction.id == tritachyon,,"""Is there anything else I can do for you now that you're a Valued Team Member?""",,
CMSNTextChangeMind_tritachyon,CMSNTextChangeMind,$faction.id == tritachyon,,"""Ah, you're shopping around to see who gives the best offer. Am I right? Sensible. A standard Tri-Tachyon NDA applies to the details we've discussed, naturally.

Anything else I can do for you today?""",,
CMSNResignAskToConfirm_tritachyon,CMSNResignAskToConfirm,$faction.id == tritachyon,,"""Are you sure? You'll be missing fantastic opportunities to advance your career; Tri-Tachyon rewards those who reward themselves, after all. And need I remind you there are those in the Company that might see this as a sign of... weakness.""",,
CMSNResignConfirmed_tritachyon,CMSNResignConfirmed,$faction.id == tritachyon,,"""I can see there's no changing your mind. Someone gave you a better offer, didn't they. No, don't say anything. I understand completely.

If they're paying that well, don't forget me if an opening comes up. In the meantime, I'd recommend you steer clear of Tri-Tachyon space for a while.""",,
CMSNResignCancelled_tritachyon,CMSNResignCancelled,$faction.id == tritachyon,,"""A wise choice. Tri-Tachyon respects Valued Team Members who are willing to negotiate to maintain and, dare I say it, advance their position.""",,
,,,,,,
# Persean League commission,,,,,,
CMSNTextRejectHostile_persean,CMSNTextRejectHostile,$faction.id == persean,,"""Is this some kind of joke? The one thing the League worlds can agree on is that you're a menace to the Sector. I will absolutely alert Combined Fleet Intelligence about this contact.""",,
CMSNTextHasOther_persean,CMSNTextHasOther,$faction.id == persean,,"""It seems you're already commissioned by $theOtherCommissionFaction. The League is built upon a respect for the independence of its constituents - or potential constituents - so accepting your service would be a breach of protocol. You'll have to resign that commission before signing on with the League.""",,
CMSNTextUnsuited_persean,CMSNTextUnsuited,$faction.id == persean,,"""I'm sorry, but it says here that you don't meet our criteria. We only commission those who have a proven record of upholding League interests and values.""",,
CMSNTextSuitedPart1_persean,CMSNTextSuitedPart1,$faction.id == persean,,"""Hmm, yes, you are in good standing and none of the League world databases have tagged you with veto.

Accepting a commission from the Persean League is a serious matter. You must learn and uphold the Eight Imperatives of the League charter; you will be required to fight those who would try to force their hegemony upon the free worlds of the Persean Sector; you will take part in a new future for humanity in all its forms, free from central domination by any one polity yet acting in concert toward mutual betterment. It is a noble ideal, my friend, and much to live up to.

For the sake of formality I shall inform you that you do have the right to resign your commission at any time. After resignation, the League would have no legal means to protect you from, shall we say, personal repercussions imposed by constituent members that may feel slighted. Just so you know.""",,
CMSNTextSuitedPart2_persean,CMSNTextSuitedPart2,$faction.id == persean,,"""So, how about it? The test on the Eight Imperatives is really just a formality, and although a League member can submit a commission veto for up to a cycle after signing, this only rarely happens. Do you accept?""",,
CMSNTextWelcomePart1_persean,CMSNTextWelcomePart1,$faction.id == persean,,"""Excellent! On behalf of the free worlds of the Sector, I welcome you to the Persean League.""",,
CMSNTextWelcomePart2_persean,CMSNTextWelcomePart2,$faction.id == persean,,"""Anything else I can do for you?""",,
CMSNTextChangeMind_persean,CMSNTextChangeMind,$faction.id == persean,,"""Yes, I understand. It is dangerous work, and it requires exceptional character to uphold the ideals of the League. There is no shame in turning down this commitment; after all it is for your freedom to make this decision that we fight.

Is there anything else I can do for you?""",,
CMSNResignAskToConfirm_persean,CMSNResignAskToConfirm,$faction.id == persean,,"""Are you certain? The League needs people like you it can rely on to uphold our principles. Although within your rights, if you leave now, less magnanimous constituents of the League may be suspicious or even vindictive at such a perceived betrayal of loyalty.""",,
CMSNResignConfirmed_persean,CMSNResignConfirmed,$faction.id == persean,,"""I can see there's no changing your mind. On behalf of the League, I thank you for the service you have performed to this date and your courtesy in tendering your resignation in person.

Now if you don't mind, there are a handful of forms I need to fill out to finalize this process.""",,
CMSNResignCancelled_persean,CMSNResignCancelled,$faction.id == persean,,"""I'm glad to hear you've changed your mind. The League can use people like you.""",,
,,,,,,
# Sindrian Diktat commission,,,,,,
CMSNTextRejectHostile_sindrian_diktat,CMSNTextRejectHostile,$faction.id == sindrian_diktat,,"""Is this some kind of joke? If you are the terrorist you say you are, there's an execution order for you signed by the Lion himself. I shall have to report this communication to my superior officer immediately.""",,
CMSNTextHasOther_sindrian_diktat,CMSNTextHasOther,$faction.id == sindrian_diktat,,"""The Sindrian Diktat honours loyalty, and you've come here like a guileless mercenary bearing another faction's flag. You would have to resign your commission with $theOtherCommissionFaction before you could even be considered to be commissioned into our movement.""",,
CMSNTextUnsuited_sindrian_diktat,CMSNTextUnsuited,$faction.id == sindrian_diktat,,"""Your are not fit to perform service for the Diktat. We only accept candidates that prove their strength and above all their passion for the admiral's great movement.""",,
CMSNTextSuitedPart1_sindrian_diktat,CMSNTextSuitedPart1,$faction.id == sindrian_diktat,,"""Hmm, we've had our eye on you for some time it seems. This intelligence summary makes it clear that you're a suitable candidate for commission into the Sindrian Diktat's volunteer force.

Accepting a commission into our glorious movement is a serious matter. You must pledge unwavering loyalty to our leader, Admiral Andrada, and the Sindrian Diktat he commands. You will fight our enemies, cleanse the Sector of the corrupt old order, and usher in a new age for our people. If you are lucky, you may even attain the glory of giving your life for the great cause.

Now it it technically possible to resign the Diktat commission, but this would reveal a deep betrayal of sacred loyalty. I pledged my blood to the Lion, and I would expect the same from you.",,
CMSNTextSuitedPart2_sindrian_diktat,CMSNTextSuitedPart2,$faction.id == sindrian_diktat,,"""Are you worthy? Will you pledge your life to the Sindrian Diktat?""",,
CMSNTextWelcomePart1_sindrian_diktat,CMSNTextWelcomePart1,$faction.id == sindrian_diktat,,"""Glory to the Lion of Sindria! You will be forged in conflict for new age!""",,
CMSNTextWelcomePart2_sindrian_diktat,CMSNTextWelcomePart2,$faction.id == sindrian_diktat,,"""Diktat party membership is automatic upon acceptance of commission, of course. The relevant ideological holo links will be forwarded to your TriPad.

Is there anything else you need?""",,
CMSNTextChangeMind_sindrian_diktat,CMSNTextChangeMind,$faction.id == sindrian_diktat,,"""Indeed, not all are strong enough to uphold the values of the Sindrian Diktat. We are warriors, you know, fighting for an age of renewed glory for the human race. The strong will be forged in this final conflict while the dross is swept aside, mere dust in the great river of history. 

If you are fit for service, all that remains is your choice of which side you will ultimately take. Think on that.""",,
CMSNResignAskToConfirm_sindrian_diktat,CMSNResignAskToConfirm,$faction.id == sindrian_diktat,,"""I hope this is not some kind of joke. Loyalty is the highest ideal of the Sindrian Diktat, as well you know. The Lion does not tolerate those who lack an iron conviction to our great movement.""",,
CMSNResignConfirmed_sindrian_diktat,CMSNResignConfirmed,$faction.id == sindrian_diktat,,"""I see all too clearly now that you have not the spine for our great work.

Begone from my comms, traitor. I shall be reporting.""",,
CMSNResignCancelled_sindrian_diktat,CMSNResignCancelled,$faction.id == sindrian_diktat,,"""I will be lenient and ... not ... report this serious error of judgment. I'm taking this risk because I still believe you can be a part of this great work we have been called upon to perform.

Step carefully.""",,
,,,,,,
,,,,,,
# turning AI cores in,,,,,,
aiCores_turnInOption,PopulateOptions,"$isPerson
AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""I'd like to turn in these AI cores that I've acquired...""",
aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,!AICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do not have any AI cores in your posession.""
SetEnabled aiCores_startTurnIn false",,,
